left_tag,right_tag,left_date,right_date,left_run,right_run,left_source_or_public,right_source_or_public,day_gap,pair_group,n_common_channels,coverage_left,coverage_right,jaccard_unit_mask,insufficient_ncommon_lt8,flattened_r_actual,rmse_fixed_source_normalized_units,null_r_mean,null_r_sd,null_r_q025,null_r_q50,null_r_q975,r_m_cos_phi,r_m_sin_phi,r_modulation_magnitude,r_baseline_rate
Run1_20201019,Run1_20201124,2020-10-19,2020-11-24,Run1,Run1,source_held_in,public_held_out_calibration,36,other_different_date,96,1.0,1.0,1.0,False,0.6287831553017531,0.7945371270179749,0.0030182674796159796,0.05525976539491459,-0.06531828031638186,-0.01278237346099289,0.14705486065543402,0.547828448866423,0.4161984253344354,0.6092673002094717,0.8297716883957625
Run1_20201019,Run2_20201124,2020-10-19,2020-11-24,Run1,Run2,source_held_in,public_held_out_calibration,36,other_different_date,96,1.0,1.0,1.0,False,0.5554768124598413,0.8823865056037903,-0.00463324640314898,0.05586501953842627,-0.07886035284432517,-0.020845851495387584,0.13500366762336946,0.4583473883899406,0.31287408134252115,0.554696024475782,0.8387302269566451
Run2_20201019,Run1_20201020,2020-10-19,2020-10-20,Run2,Run1,source_held_in,source_held_in,1,adjacent_date,96,1.0,1.0,1.0,False,0.4412001453456306,1.1597942113876343,-0.004385576248731911,0.05487015858371875,-0.08412250571255268,-0.00908352406852848,0.12793733937185542,0.171480561149102,0.4858634692033613,0.5385289147526953,0.7263974384901445
Run2_20201019,Run2_20201020,2020-10-19,2020-10-20,Run2,Run2,source_held_in,source_held_in,1,adjacent_date,96,1.0,1.0,1.0,False,0.48135115560338004,1.1214948892593384,0.004692351545703692,0.07319455188410375,-0.09998862837065045,-0.009124110215279202,0.1850867137656196,0.35106946305272796,0.48167260938548384,0.5338417645141108,0.7088342547811585
Run2_20201019,Run1_20201027,2020-10-19,2020-10-27,Run2,Run1,source_held_in,source_held_in,8,other_different_date,96,1.0,1.0,1.0,False,0.6270453070326808,0.7195756435394287,-0.004890450253979941,0.060496922098775614,-0.09039198607189397,-0.017060681148877932,0.14436004305493375,0.4121070480573517,0.6114743890426851,0.8310057943251622,0.7857578124138263
Run2_20201019,Run2_20201027,2020-10-19,2020-10-27,Run2,Run2,source_held_in,source_held_in,8,other_different_date,96,1.0,1.0,1.0,False,0.663837105348487,0.6971691846847534,0.005219144455917222,0.08159599229397183,-0.08665807020971546,-0.015728040689141874,0.23589071805192097,0.5046526890008446,0.662280987499938,0.8394902289044832,0.7786717885227054
Run2_20201019,Run1_20201028,2020-10-19,2020-10-28,Run2,Run1,source_held_in,source_held_in,9,other_different_date,96,1.0,1.0,1.0,False,0.6376069927491357,0.7496955394744873,-0.001312585094176692,0.06355636378937812,-0.09361324474833854,-0.014870258083878395,0.14356989719971092,0.5341613803349957,0.6476843414617224,0.6660163854735741,0.7878373565386138
Run2_20201019,Run1_20201030,2020-10-19,2020-10-30,Run2,Run1,source_held_in,public_held_out_calibration,11,other_different_date,96,1.0,1.0,1.0,False,0.7316168350941505,0.773914635181427,-0.0055518665824958865,0.06372926442325018,-0.08262989473029962,-0.012715553946714966,0.16747223988864396,0.7034506154649557,0.5619152709530381,0.8676820839240975,0.8350413875192966
Run2_20201019,Run2_20201030,2020-10-19,2020-10-30,Run2,Run2,source_held_in,public_held_out_calibration,11,other_different_date,96,1.0,1.0,1.0,False,0.7320575438268626,0.6452814936637878,-0.004810355194841413,0.06431810999165309,-0.0722678728661627,-0.02073852267593468,0.13941458183819133,0.6980449472226575,0.6311457089779081,0.829326036464701,0.8200286630884519
Run2_20201019,Run1_20201118,2020-10-19,2020-11-18,Run2,Run1,source_held_in,public_held_out_calibration,30,other_different_date,96,1.0,1.0,1.0,False,0.42081237419259293,0.9952831864356995,-0.000635520900313049,0.06764472430815217,-0.09679464369973965,-0.01469549200535669,0.16636598470809838,0.2962619425785691,0.3138475657211409,0.3995306747605738,0.6773792906331138
Run2_20201019,Run1_20201119,2020-10-19,2020-11-19,Run2,Run1,source_held_in,public_held_out_calibration,31,other_different_date,96,1.0,1.0,1.0,False,0.397333857819491,0.9912832379341125,-0.00617987282441209,0.05404876086960334,-0.09131817605675487,-0.012928119654930303,0.11322893969547711,0.04209840329178797,0.6214438646021652,0.40422254108789385,0.6808868316783493
Run2_20201019,Run1_20201124,2020-10-19,2020-11-24,Run2,Run1,source_held_in,public_held_out_calibration,36,other_different_date,96,1.0,1.0,1.0,False,0.5506474099228286,0.8122783899307251,-0.01599347499829519,0.05517214889483607,-0.08922817137262255,-0.02858047673790795,0.11724201836989623,0.2992515625960173,0.47929127781122893,0.6376723161806589,0.8461786999390039
Run2_20201019,Run2_20201124,2020-10-19,2020-11-24,Run2,Run2,source_held_in,public_held_out_calibration,36,other_different_date,96,1.0,1.0,1.0,False,0.5689590403102587,0.813012421131134,0.0018300103419203592,0.05878201132656632,-0.07876676220385263,-0.010386288708900977,0.13316417525411994,0.390440492922043,0.4841779443987906,0.5856677172611656,0.8519380208815189
Run1_20201020,Run2_20201020,2020-10-20,2020-10-20,Run1,Run2,source_held_in,source_held_in,0,same_date_different_run,96,1.0,1.0,1.0,False,0.9010283592798043,0.5531704425811768,-0.0037395866345199956,0.06485452377993617,-0.08669576259749993,-0.016297293126217173,0.16155490209288914,0.7682443584006208,0.9494507937835968,0.9336185962195366,0.9831200076037426
Run1_20201020,Run1_20201027,2020-10-20,2020-10-27,Run1,Run1,source_held_in,source_held_in,7,other_different_date,96,1.0,1.0,1.0,False,0.6077021468299383,0.9985044598579407,-0.0017004983549603519,0.0634959084563907,-0.07560307456383411,-0.012788025013334169,0.14694353022184947,0.5304496054888279,0.6534643594338863,0.5646678091262944,0.7738706998803124
Run1_20201020,Run2_20201027,2020-10-20,2020-10-27,Run1,Run2,source_held_in,source_held_in,7,other_different_date,96,1.0,1.0,1.0,False,0.5953311183241914,1.0126699209213257,0.004407627346979357,0.06586034224004125,-0.07651962457598949,-0.013805002652247008,0.1810552193081339,0.48242852077987125,0.6828851338096834,0.5547011118508499,0.7706258640590196
Run1_20201020,Run1_20201028,2020-10-20,2020-10-28,Run1,Run1,source_held_in,source_held_in,8,other_different_date,96,1.0,1.0,1.0,False,0.5656542356280493,1.054693579673767,0.00024894475071600365,0.05092694476265363,-0.07454906852585971,-0.009210770707747756,0.11269433966344918,0.44131799989764364,0.559993221475617,0.5850763636979912,0.6930188668627747
Run1_20201020,Run1_20201030,2020-10-20,2020-10-30,Run1,Run1,source_held_in,public_held_out_calibration,10,other_different_date,96,1.0,1.0,1.0,False,0.4501268938549692,1.259092092514038,0.0039348923080679155,0.0606355259955555,-0.06118497729417743,-0.01404337833330581,0.1523778474162803,0.3192640512680037,0.4214448026260085,0.48028118347509346,0.7213877287820538
Run1_20201020,Run2_20201030,2020-10-20,2020-10-30,Run1,Run2,source_held_in,public_held_out_calibration,10,other_different_date,96,1.0,1.0,1.0,False,0.43458510940792344,1.190817952156067,-0.0032287294907149505,0.05157778362240043,-0.06234533919931964,-0.017487965511875172,0.1364253982025166,0.3126291250933982,0.4380837970873669,0.4325831075653566,0.6928071336128871
Run1_20201020,Run1_20201118,2020-10-20,2020-11-18,Run1,Run1,source_held_in,public_held_out_calibration,29,other_different_date,96,1.0,1.0,1.0,False,0.3913588721676649,1.2628114223480225,0.00536028263485937,0.05590940676526095,-0.07533881102385317,-0.003930310201993378,0.15574463923323847,0.06855307615017381,0.44042126070620763,0.48367101571077353,0.6551131699593866
Run1_20201020,Run1_20201119,2020-10-20,2020-11-19,Run1,Run1,source_held_in,public_held_out_calibration,30,other_different_date,96,1.0,1.0,1.0,False,0.5238815858159154,1.1022588014602661,-0.00084252646729431,0.05979002172390616,-0.07120043127647364,-0.018584204284421712,0.1378487905293701,0.3641564986715632,0.5812124562673496,0.5574893554744766,0.6451279249803767
Run1_20201020,Run1_20201124,2020-10-20,2020-11-24,Run1,Run1,source_held_in,public_held_out_calibration,35,other_different_date,96,1.0,1.0,1.0,False,0.45046094717860263,1.1604385375976562,0.0068893694955746276,0.0581996525618172,-0.0636509968378069,-0.008631193471001867,0.13107165626029296,0.345780069808308,0.46293883023115234,0.4975758288942465,0.6355967515703006
Run1_20201020,Run2_20201124,2020-10-20,2020-11-24,Run1,Run2,source_held_in,public_held_out_calibration,35,other_different_date,96,1.0,1.0,1.0,False,0.45566516818716746,1.1632596254348755,-0.007106830300669249,0.04932357837412225,-0.06705827866026681,-0.016484506634301503,0.12444417327664777,0.14611288738563696,0.48685594703447316,0.49675626094522707,0.6353116407425816
Run2_20201020,Run1_20201027,2020-10-20,2020-10-27,Run2,Run1,source_held_in,source_held_in,7,other_different_date,96,1.0,1.0,1.0,False,0.5630208029038584,1.0415931940078735,-0.005738366434425821,0.059074896293681636,-0.08980576740806705,-0.017827113748494,0.13725403806425607,0.5669459656882742,0.5648910124647333,0.5285353015267118,0.7280348796866147
Run2_20201020,Run2_20201027,2020-10-20,2020-10-27,Run2,Run2,source_held_in,source_held_in,7,other_different_date,96,1.0,1.0,1.0,False,0.5567672850689985,1.051041841506958,-0.010383979898232549,0.06296630406563172,-0.09494922501548908,-0.023847550030316945,0.12840595112130532,0.5294478602104506,0.5906051464747568,0.5139147520206728,0.7274351878396799
Run2_20201020,Run1_20201028,2020-10-20,2020-10-28,Run2,Run1,source_held_in,source_held_in,8,other_different_date,96,1.0,1.0,1.0,False,0.499220515290027,1.1223011016845703,-0.0033079530615641945,0.052889694860931084,-0.07947841747512602,-0.014848062410914471,0.13714547993080684,0.3229998512443155,0.5616367900824032,0.48671940760695315,0.682504828071901
Run2_20201020,Run1_20201030,2020-10-20,2020-10-30,Run2,Run1,source_held_in,public_held_out_calibration,10,other_different_date,96,1.0,1.0,1.0,False,0.4366190056200814,1.2721768617630005,-0.013319898153333534,0.05713851552583435,-0.0768190058007135,-0.033000839021358155,0.13437347243850237,0.35018484487853857,0.3969207265184822,0.4422124760976363,0.7173191332538242
Run2_20201020,Run2_20201030,2020-10-20,2020-10-30,Run2,Run2,source_held_in,public_held_out_calibration,10,other_different_date,96,1.0,1.0,1.0,False,0.41675745115113433,1.2055293321609497,-0.0067605337119413435,0.06144992783255271,-0.07554335944564483,-0.025274800213793715,0.17241760182100474,0.3114039786232351,0.43325837381687415,0.4177831088203591,0.6945862037381111
Run2_20201020,Run1_20201118,2020-10-20,2020-11-18,Run2,Run1,source_held_in,public_held_out_calibration,29,other_different_date,96,1.0,1.0,1.0,False,0.3899730246474378,1.2619518041610718,0.002352497919636322,0.05461486817992849,-0.07289651113903341,-0.0077296583009592735,0.14093144650865302,0.11098978306504786,0.4427868152864834,0.4854272012206889,0.6443126477571226
Run2_20201020,Run1_20201119,2020-10-20,2020-11-19,Run2,Run1,source_held_in,public_held_out_calibration,30,other_different_date,96,1.0,1.0,1.0,False,0.4311729143415077,1.197691798210144,-0.01782462985982465,0.0536791365565845,-0.08912674743965568,-0.031989071238485364,0.10880253341957902,0.2216944036485613,0.5579809158775229,0.4494927657382093,0.6466974873789388
Run2_20201020,Run1_20201124,2020-10-20,2020-11-24,Run2,Run1,source_held_in,public_held_out_calibration,35,other_different_date,96,1.0,1.0,1.0,False,0.3367485895064456,1.2610347270965576,-0.018153045640406915,0.049929471536186154,-0.09115521056043178,-0.023961441855814863,0.0919584106775044,0.09951575219193347,0.4050828703710842,0.4576759833592884,0.6309925414170234
Run2_20201020,Run2_20201124,2020-10-20,2020-11-24,Run2,Run2,source_held_in,public_held_out_calibration,35,other_different_date,96,1.0,1.0,1.0,False,0.37688157305252507,1.2361427545547485,-0.006791518294436063,0.050441305565778784,-0.08141464748657648,-0.00961777788699311,0.10392943788565694,0.05976215663161228,0.45874052085655787,0.40244347780321044,0.6358439611917502
Run1_20201027,Run2_20201027,2020-10-27,2020-10-27,Run1,Run2,source_held_in,source_held_in,0,same_date_different_run,96,1.0,1.0,1.0,False,0.9436878154369647,0.2858532667160034,0.006800366645997447,0.052447326151855087,-0.061733396640624924,-0.005246776326084599,0.14289399105383233,0.9412938778198664,0.8991296541716943,0.9414592768766351,0.9919036937860091
Run1_20201027,Run1_20201028,2020-10-27,2020-10-28,Run1,Run1,source_held_in,source_held_in,1,adjacent_date,96,1.0,1.0,1.0,False,0.6108144113680181,0.7734427452087402,0.002783101352647178,0.06274605009476619,-0.06846392266043559,-0.010562611220750638,0.15459655053962762,0.44355324690627973,0.6120425564416854,0.6478385076690956,0.747586547493427
Run1_20201027,Run1_20201030,2020-10-27,2020-10-30,Run1,Run1,source_held_in,public_held_out_calibration,3,other_different_date,96,1.0,1.0,1.0,False,0.6754426513620451,0.8394105434417725,0.011494561741715623,0.07342244800930124,-0.06358222617302194,-0.00850350641339857,0.26603353693141035,0.553974529728968,0.5209369939816811,0.7922056535114943,0.8698003320638134
Run1_20201027,Run2_20201030,2020-10-27,2020-10-30,Run1,Run2,source_held_in,public_held_out_calibration,3,other_different_date,96,1.0,1.0,1.0,False,0.6419488732111125,0.7415626049041748,0.010440156939161964,0.057428676455656295,-0.052813061324520565,-0.0035576707878719883,0.16791101164663116,0.42415914125190646,0.6325755379494621,0.741169862539483,0.8275049210606122
Run1_20201027,Run1_20201118,2020-10-27,2020-11-18,Run1,Run1,source_held_in,public_held_out_calibration,22,other_different_date,96,1.0,1.0,1.0,False,0.32176365467913676,1.0707426071166992,-0.00668213266891315,0.06493325131312652,-0.08818618656418702,-0.020097057044050556,0.15945616370056961,0.02118490826480864,0.2913099412060134,0.38570026752844,0.6954949885389543
Run1_20201027,Run1_20201119,2020-10-27,2020-11-19,Run1,Run1,source_held_in,public_held_out_calibration,23,other_different_date,96,1.0,1.0,1.0,False,0.4860492732526278,0.9131920337677002,0.011699751771725091,0.05782917080288486,-0.06027961127295087,0.0035520362730312883,0.16757554089562368,0.23436246989231088,0.6078639573451152,0.4926897060264612,0.6192297478454053
Run1_20201027,Run1_20201124,2020-10-27,2020-11-24,Run1,Run1,source_held_in,public_held_out_calibration,28,other_different_date,96,1.0,1.0,1.0,False,0.48483481034475223,0.865370512008667,0.024280956593705057,0.05959085875202263,-0.05274602547928642,0.009613911619074812,0.17709411226964372,0.26503042385509307,0.40359284283246355,0.5906649966411872,0.6739780177760687
Run1_20201027,Run2_20201124,2020-10-27,2020-11-24,Run1,Run2,source_held_in,public_held_out_calibration,28,other_different_date,96,1.0,1.0,1.0,False,0.5007113660971356,0.8705968260765076,0.013015389967090351,0.061431607764865295,-0.05583189093996077,-0.004661613681083546,0.16466190883429704,0.06706393967103973,0.6147570637059114,0.6023555569889352,0.6689399289484728
Run2_20201027,Run1_20201028,2020-10-27,2020-10-28,Run2,Run1,source_held_in,source_held_in,1,adjacent_date,96,1.0,1.0,1.0,False,0.5794599293199186,0.8164970874786377,0.0002783489222894204,0.05589525955883361,-0.07618502443164106,-0.00622455783868592,0.1351264920892788,0.46643610060171664,0.5550971012205609,0.5831528448352672,0.7559500901831778
Run2_20201027,Run1_20201030,2020-10-27,2020-10-30,Run2,Run1,source_held_in,public_held_out_calibration,3,other_different_date,96,1.0,1.0,1.0,False,0.6758844382262709,0.842395007610321,0.006899983648323738,0.06927915950555304,-0.06702982086422246,-0.014115197457606182,0.2015879189344597,0.6130456091670279,0.5135784200641367,0.7407916502906882,0.8501905418160516
Run2_20201027,Run2_20201030,2020-10-27,2020-10-30,Run2,Run2,source_held_in,public_held_out_calibration,3,other_different_date,96,1.0,1.0,1.0,False,0.6278361087512151,0.76827472448349,0.01751515683797221,0.07244792446920371,-0.050166981045906604,-0.00019672410806533872,0.1823232180684488,0.48154538299189786,0.5727685660496687,0.6884497924857387,0.806620337364884
Run2_20201027,Run1_20201118,2020-10-27,2020-11-18,Run2,Run1,source_held_in,public_held_out_calibration,22,other_different_date,96,1.0,1.0,1.0,False,0.3268605541411737,1.083359956741333,-0.00974539886100615,0.05787746461518757,-0.08719619862304624,-0.023065127616952525,0.13209268453315903,0.023997193958998162,0.37105868518159263,0.39104616837606004,0.6818000433904001
Run2_20201027,Run1_20201119,2020-10-27,2020-11-19,Run2,Run1,source_held_in,public_held_out_calibration,23,other_different_date,96,1.0,1.0,1.0,False,0.4258749252638942,0.9777973890304565,0.009659902878211045,0.055703864595971785,-0.059706147262678484,-0.0036402586412034987,0.1413827219592094,0.19837882413503086,0.5553614176379389,0.3911180716118894,0.6017817122423643
Run2_20201027,Run1_20201124,2020-10-27,2020-11-24,Run2,Run1,source_held_in,public_held_out_calibration,28,other_different_date,96,1.0,1.0,1.0,False,0.4480242586272144,0.912272036075592,0.021468516895035927,0.06241890765486448,-0.051358546161378096,0.008538902003039483,0.20151812791681492,0.24593479738964671,0.37561803064349736,0.5280136662149069,0.6673323605254889
Run2_20201027,Run2_20201124,2020-10-27,2020-11-24,Run2,Run2,source_held_in,public_held_out_calibration,28,other_different_date,96,1.0,1.0,1.0,False,0.45025704534019345,0.9286119341850281,0.012932554758412792,0.058561958506445536,-0.06344777783705527,0.000458574020442676,0.16107175297711016,0.10146764428932732,0.5159117201625254,0.5248561601831659,0.6654612535885573
Run1_20201028,Run1_20201030,2020-10-28,2020-10-30,Run1,Run1,source_held_in,public_held_out_calibration,2,other_different_date,96,1.0,1.0,1.0,False,0.7181351705095876,0.7964609861373901,0.0019775264504493734,0.06132141514930048,-0.06708602967199899,-0.013343278846777464,0.1611898928693944,0.5955356563467948,0.7955306084844964,0.7814212881086655,0.7999987811474548
Run1_20201028,Run2_20201030,2020-10-28,2020-10-30,Run1,Run2,source_held_in,public_held_out_calibration,2,other_different_date,96,1.0,1.0,1.0,False,0.7329763256727222,0.6690394878387451,0.0038523160430994742,0.06528649019897231,-0.06642389174019893,-0.01236656752470696,0.13111634171761108,0.5920103236176381,0.8718453132873936,0.7947131539900372,0.7862209922623324
Run1_20201028,Run1_20201118,2020-10-28,2020-11-18,Run1,Run1,source_held_in,public_held_out_calibration,21,other_different_date,96,1.0,1.0,1.0,False,0.5908772873848063,0.8676323294639587,0.008210233994256386,0.07209609009438687,-0.08490148560301225,-0.005128977075052946,0.17292180472215868,0.38974500155576147,0.62383073426102,0.5935941699344914,0.7766980133433492
Run1_20201028,Run1_20201119,2020-10-28,2020-11-19,Run1,Run1,source_held_in,public_held_out_calibration,22,other_different_date,96,1.0,1.0,1.0,False,0.705475128415525,0.7218933701515198,0.00033400595498958823,0.053308235448693425,-0.07188850303461582,-0.007653478539478911,0.11832212837068487,0.4372287899234098,0.7876842804495793,0.787477770176522,0.8031354278323279
Run1_20201028,Run1_20201124,2020-10-28,2020-11-24,Run1,Run1,source_held_in,public_held_out_calibration,27,other_different_date,96,1.0,1.0,1.0,False,0.7061677927567216,0.6872921586036682,0.007114612909716941,0.05652455205162747,-0.062392980421579744,-0.0038714031467874327,0.153882734153598,0.5568362248192315,0.7024862270211734,0.7920810612971284,0.8359681739841127
Run1_20201028,Run2_20201124,2020-10-28,2020-11-24,Run1,Run2,source_held_in,public_held_out_calibration,27,other_different_date,96,1.0,1.0,1.0,False,0.7894073208478164,0.5920223593711853,0.003912230752409595,0.06206366973601086,-0.07110828377418302,-0.008557053807710286,0.15025598096951984,0.6426719653057692,0.7573583407926368,0.8747893051757362,0.8444074649603132
Run1_20201030,Run2_20201030,2020-10-30,2020-10-30,Run1,Run2,public_held_out_calibration,public_held_out_calibration,0,same_date_different_run,96,1.0,1.0,1.0,False,0.9437142244632379,0.4073953330516815,0.004285972564038791,0.06636581497364391,-0.05033976019797354,-0.013144666336750311,0.18043098807214863,0.9408048355637874,0.8674182695945727,0.9703980909112503,0.9901815667348196
Run1_20201030,Run1_20201118,2020-10-30,2020-11-18,Run1,Run1,public_held_out_calibration,public_held_out_calibration,19,other_different_date,96,1.0,1.0,1.0,False,0.4558389464693983,1.117344856262207,0.0032997376327500933,0.0663913424343366,-0.06370986736306156,-0.014522156914271157,0.22869853554325914,0.31377585299637206,0.5043416875545657,0.38867743486520817,0.7146866733663658
Run1_20201030,Run1_20201119,2020-10-30,2020-11-19,Run1,Run1,public_held_out_calibration,public_held_out_calibration,20,other_different_date,96,1.0,1.0,1.0,False,0.5698710081848267,0.9860716462135315,0.009060286979513207,0.05994988039455456,-0.054350470909485,-0.007697378243400132,0.17940931477432298,0.4843835055181505,0.5867189152036443,0.5715774704258473,0.6912643879462226
Run1_20201030,Run1_20201124,2020-10-30,2020-11-24,Run1,Run1,public_held_out_calibration,public_held_out_calibration,25,other_different_date,96,1.0,1.0,1.0,False,0.6646063581068359,0.856766939163208,0.017776044190889254,0.05498942313181627,-0.0451296791545886,0.002427080119749164,0.14272557115691187,0.5998679874564912,0.4963346481031669,0.7156870146792181,0.8401135522251053
Run1_20201030,Run2_20201124,2020-10-30,2020-11-24,Run1,Run2,public_held_out_calibration,public_held_out_calibration,25,other_different_date,96,1.0,1.0,1.0,False,0.6420913981507155,0.8890380263328552,0.007065675248928352,0.06233906838064439,-0.06406777845237185,-0.00855271509414924,0.1934761972135659,0.5642935563256914,0.5123448562813365,0.7306510278596074,0.8310772089097138
Run2_20201030,Run1_20201118,2020-10-30,2020-11-18,Run2,Run1,public_held_out_calibration,public_held_out_calibration,19,other_different_date,96,1.0,1.0,1.0,False,0.4321259758690423,1.0188767910003662,-0.0051074634797801085,0.057932520486295935,-0.07858095770789605,-0.01640229511280491,0.16287150169368336,0.30171373359891646,0.46033769063265423,0.4101093677049788,0.6596740698989617
Run2_20201030,Run1_20201119,2020-10-30,2020-11-19,Run2,Run1,public_held_out_calibration,public_held_out_calibration,20,other_different_date,96,1.0,1.0,1.0,False,0.5562993247224333,0.8861717581748962,0.00870895918419865,0.05095605555689357,-0.05017274937594755,-0.003802166587779138,0.1193753804527119,0.401517091496904,0.674181028914051,0.542983854989895,0.6607993129708742
Run2_20201030,Run1_20201124,2020-10-30,2020-11-24,Run2,Run1,public_held_out_calibration,public_held_out_calibration,25,other_different_date,96,1.0,1.0,1.0,False,0.667156115161062,0.7309116721153259,0.018586774898106652,0.052055579553423895,-0.042283479185170836,0.004722782633777059,0.15223465059609886,0.5716125773164906,0.5337973889720267,0.699457692806119,0.8322218969473145
Run2_20201030,Run2_20201124,2020-10-30,2020-11-24,Run2,Run2,public_held_out_calibration,public_held_out_calibration,25,other_different_date,96,1.0,1.0,1.0,False,0.6854643326437821,0.7237553000450134,0.011081670127641633,0.06504243969702239,-0.06395717964020196,-0.005256212722001904,0.15446509782720322,0.5683987884354682,0.6831043843921162,0.7293077526068895,0.8279822662640782
Run1_20201118,Run1_20201119,2020-11-18,2020-11-19,Run1,Run1,public_held_out_calibration,public_held_out_calibration,1,adjacent_date,96,1.0,1.0,1.0,False,0.5940893184910067,0.8853286504745483,-0.015693268469159968,0.04815535954106331,-0.0742923916693721,-0.029606959894806502,0.10013431425713837,0.4129249610216607,0.6426550600799363,0.5389169831004614,0.887258142321503
Run1_20201118,Run1_20201124,2020-11-18,2020-11-24,Run1,Run1,public_held_out_calibration,public_held_out_calibration,6,other_different_date,96,1.0,1.0,1.0,False,0.5711383823216168,0.8728439211845398,0.0014366654616350216,0.059231010247358475,-0.07411514520124804,-0.016957196793055136,0.144678079585222,0.4626717077931638,0.6117735939088759,0.5164602144205744,0.7848738856902221
Run1_20201118,Run2_20201124,2020-11-18,2020-11-24,Run1,Run2,public_held_out_calibration,public_held_out_calibration,6,other_different_date,96,1.0,1.0,1.0,False,0.6052580503533409,0.8504079580307007,0.0026210583810653593,0.06712447149411202,-0.07717067268908491,-0.012789186389612527,0.181338168727862,0.48266503415830453,0.6365910070157198,0.5843898285184379,0.7724901432233039
Run1_20201119,Run1_20201124,2020-11-19,2020-11-24,Run1,Run1,public_held_out_calibration,public_held_out_calibration,5,other_different_date,96,1.0,1.0,1.0,False,0.7100441494058399,0.7037531733512878,0.019078502050065265,0.056937788838349296,-0.046160893768034006,0.010754449477503,0.1687916413820106,0.5564212766568427,0.7980187317068201,0.7121559071812722,0.8121675662302639
