config,seed,nparam,session,budget_frames,ref_raw_r2
plain,2,4130,ses-2020-11-18-Run1,3200,0.16379385590553283
plain,2,4130,ses-2020-11-18-Run1,1000000000,0.16379385590553283
plain,2,4130,ses-2020-11-19-Run1,200,0.055289823561906815
plain,2,4130,ses-2020-11-19-Run1,400,0.04809899143874645
plain,2,4130,ses-2020-11-19-Run1,800,0.046546836624474966
plain,2,4130,ses-2020-11-19-Run1,1600,0.043410489335656166
plain,2,4130,ses-2020-11-19-Run1,3200,0.046656427718698976
plain,2,4130,ses-2020-11-19-Run1,1000000000,0.046656427718698976
plain,2,4130,ses-2020-11-24-Run1,200,-0.030090141296386718
plain,2,4130,ses-2020-11-24-Run1,400,-0.05796884000301361
plain,2,4130,ses-2020-11-24-Run1,800,-0.012071567773818969
plain,2,4130,ses-2020-11-24-Run1,1600,-0.013634341955184936
plain,2,4130,ses-2020-11-24-Run1,3200,-0.011708825826644897
plain,2,4130,ses-2020-11-24-Run1,1000000000,-0.011708825826644897
plain,2,4130,ses-2020-11-24-Run2,200,-0.01029922291636467
plain,2,4130,ses-2020-11-24-Run2,400,-0.02041933313012123
plain,2,4130,ses-2020-11-24-Run2,800,-0.00815396085381508
plain,2,4130,ses-2020-11-24-Run2,1600,-0.01304520508274436
plain,2,4130,ses-2020-11-24-Run2,3200,-0.011113306786864997
plain,2,4130,ses-2020-11-24-Run2,1000000000,-0.011113306786864997
plain,3,4130,ses-2020-10-30-Run1,200,0.3922387808561325
plain,3,4130,ses-2020-10-30-Run1,400,0.37470426857471467
plain,3,4130,ses-2020-10-30-Run1,800,0.38733601570129395
plain,3,4130,ses-2020-10-30-Run1,1600,0.39176695346832274
plain,3,4130,ses-2020-10-30-Run1,3200,0.38963901102542875
plain,3,4130,ses-2020-10-30-Run1,1000000000,0.38963901102542875
plain,3,4130,ses-2020-10-30-Run2,200,0.3156815081834793
