session_a,session_b,date_a,date_b,split_a,split_b,days,nunits_a,nunits_b,kernel_cosine_similarity,mmd2,mmd2_unclipped
sub-C_ses-CO-20150706,sub-C_ses-CO-20151110,20150706,20151110,train,dev,127,46,61,0.9910282869703132,0.009229647541230124,0.009229647541230124
sub-C_ses-CO-20150706,sub-C_ses-CO-20151112,20150706,20151112,train,dev,129,46,42,0.9748606960917691,0.02727540865690481,0.02727540865690481
sub-C_ses-CO-20150707,sub-C_ses-CO-20150708,20150707,20150708,train,train,1,42,64,0.9977712443795377,0.0024056900669788828,0.0024056900669788828
sub-C_ses-CO-20150707,sub-C_ses-CO-20150709,20150707,20150709,train,train,2,42,61,0.9963230441391056,0.0056599072836305275,0.0056599072836305275
sub-C_ses-CO-20150707,sub-C_ses-CO-20150710,20150707,20150710,train,train,3,42,55,0.9940586892197996,0.008050863828805932,0.008050863828805932
sub-C_ses-CO-20150707,sub-C_ses-CO-20150713,20150707,20150713,train,train,6,42,58,0.9940111390560158,0.006791598493194995,0.006791598493194995
sub-C_ses-CO-20150707,sub-C_ses-CO-20150714,20150707,20150714,train,train,7,42,66,0.9908054156756798,0.010146578769316017,0.010146578769316017
sub-C_ses-CO-20150707,sub-C_ses-CO-20150715,20150707,20150715,train,train,8,42,60,0.9931649559318068,0.009308184070481396,0.009308184070481396
sub-C_ses-CO-20150707,sub-C_ses-CO-20150716,20150707,20150716,train,train,9,42,61,0.9860001049788953,0.015938908571232036,0.015938908571232036
sub-C_ses-CO-20150707,sub-C_ses-CO-20151103,20150707,20151103,train,dev,119,42,38,0.9899336078284415,0.01164563417389819,0.01164563417389819
sub-C_ses-CO-20150707,sub-C_ses-CO-20151104,20150707,20151104,train,dev,120,42,59,0.9940640956753096,0.0061642120622937835,0.0061642120622937835
sub-C_ses-CO-20150707,sub-C_ses-CO-20151106,20150707,20151106,train,dev,122,42,60,0.9952518773760596,0.005316521088668091,0.005316521088668091
sub-C_ses-CO-20150707,sub-C_ses-CO-20151109,20150707,20151109,train,dev,125,42,65,0.9933783259311784,0.0068442113907132285,0.0068442113907132285
sub-C_ses-CO-20150707,sub-C_ses-CO-20151110,20150707,20151110,train,dev,126,42,61,0.9908974251292701,0.009420858865283988,0.009420858865283988
sub-C_ses-CO-20150707,sub-C_ses-CO-20151112,20150707,20151112,train,dev,128,42,42,0.9731284290952398,0.029135998089775184,0.029135998089775184
sub-C_ses-CO-20150708,sub-C_ses-CO-20150709,20150708,20150709,train,train,1,64,61,0.99604170592299,0.005385652158584886,0.005385652158584886
sub-C_ses-CO-20150708,sub-C_ses-CO-20150710,20150708,20150710,train,train,2,64,55,0.9955319031823749,0.005886795946800527,0.005886795946800527
sub-C_ses-CO-20150708,sub-C_ses-CO-20150713,20150708,20150713,train,train,5,64,58,0.994281864914247,0.006291884322022323,0.006291884322022323
sub-C_ses-CO-20150708,sub-C_ses-CO-20150714,20150708,20150714,train,train,6,64,66,0.9904581821398895,0.010368552805041675,0.010368552805041675
sub-C_ses-CO-20150708,sub-C_ses-CO-20150715,20150708,20150715,train,train,7,64,60,0.9936304733867326,0.008211876877229907,0.008211876877229907
sub-C_ses-CO-20150708,sub-C_ses-CO-20150716,20150708,20150716,train,train,8,64,61,0.9862548011864762,0.01540101457514087,0.01540101457514087
sub-C_ses-CO-20150708,sub-C_ses-CO-20151103,20150708,20151103,train,dev,118,64,38,0.9879607610490071,0.013493205819574472,0.013493205819574472
sub-C_ses-CO-20150708,sub-C_ses-CO-20151104,20150708,20151104,train,dev,119,64,59,0.9934214950533471,0.0071773575570077686,0.0071773575570077686
sub-C_ses-CO-20150708,sub-C_ses-CO-20151106,20150708,20151106,train,dev,121,64,60,0.9933715005437691,0.007165148880677874,0.007165148880677874
sub-C_ses-CO-20150708,sub-C_ses-CO-20151109,20150708,20151109,train,dev,124,64,65,0.9944169084738048,0.005905074872773142,0.005905074872773142
sub-C_ses-CO-20150708,sub-C_ses-CO-20151110,20150708,20151110,train,dev,125,64,61,0.9927181174358831,0.008000855030595222,0.008000855030595222
sub-C_ses-CO-20150708,sub-C_ses-CO-20151112,20150708,20151112,train,dev,127,64,42,0.9707361218422869,0.032880320303484534,0.032880320303484534
sub-C_ses-CO-20150709,sub-C_ses-CO-20150710,20150709,20150710,train,train,1,61,55,0.9977501096047275,0.0025907747760964828,0.0025907747760964828
sub-C_ses-CO-20150709,sub-C_ses-CO-20150713,20150709,20150713,train,train,4,61,58,0.9979299942940906,0.0027183707863478457,0.0027183707863478457
sub-C_ses-CO-20150709,sub-C_ses-CO-20150714,20150709,20150714,train,train,5,61,66,0.9933442739218791,0.007893792182235071,0.007893792182235071
sub-C_ses-CO-20150709,sub-C_ses-CO-20150715,20150709,20150715,train,train,6,61,60,0.9973425844050747,0.003076251746323422,0.003076251746323422
sub-C_ses-CO-20150709,sub-C_ses-CO-20150716,20150709,20150716,train,train,7,61,61,0.9894436412383993,0.012110164525805489,0.012110164525805489
sub-C_ses-CO-20150709,sub-C_ses-CO-20151103,20150709,20151103,train,dev,117,61,38,0.988665695142498,0.012998616818016284,0.012998616818016284
sub-C_ses-CO-20150709,sub-C_ses-CO-20151104,20150709,20151104,train,dev,118,61,59,0.991294581675301,0.01206682423308636,0.01206682423308636
sub-C_ses-CO-20150709,sub-C_ses-CO-20151106,20150709,20151106,train,dev,120,61,60,0.9938306624115849,0.007438082877635477,0.007438082877635477
sub-C_ses-CO-20150709,sub-C_ses-CO-20151109,20150709,20151109,train,dev,123,61,65,0.9894408942254358,0.01312156984328161,0.01312156984328161
sub-C_ses-CO-20150709,sub-C_ses-CO-20151110,20150709,20151110,train,dev,124,61,61,0.9875028675420104,0.016404338692229015,0.016404338692229015
sub-C_ses-CO-20150709,sub-C_ses-CO-20151112,20150709,20151112,train,dev,126,61,42,0.9731463933879094,0.03717968975288788,0.03717968975288788
sub-C_ses-CO-20150710,sub-C_ses-CO-20150713,20150710,20150713,train,train,3,55,58,0.998859349077325,0.0016392093258592588,0.0016392093258592588
sub-C_ses-CO-20150710,sub-C_ses-CO-20150714,20150710,20150714,train,train,4,55,66,0.9928532636682799,0.008398482191296575,0.008398482191296575
sub-C_ses-CO-20150710,sub-C_ses-CO-20150715,20150710,20150715,train,train,5,55,60,0.9980020060491152,0.002316045664396693,0.002316045664396693
sub-C_ses-CO-20150710,sub-C_ses-CO-20150716,20150710,20150716,train,train,6,55,61,0.9903456207865069,0.011054078568363712,0.011054078568363712
sub-C_ses-CO-20150710,sub-C_ses-CO-20151103,20150710,20151103,train,dev,116,55,38,0.9886636724922488,0.012965729531319026,0.012965729531319026
sub-C_ses-CO-20150710,sub-C_ses-CO-20151104,20150710,20151104,train,dev,117,55,59,0.9909345749990844,0.012349630216914376,0.012349630216914376
sub-C_ses-CO-20150710,sub-C_ses-CO-20151106,20150710,20151106,train,dev,119,55,60,0.9918957154401891,0.009547946299602872,0.009547946299602872
sub-C_ses-CO-20150710,sub-C_ses-CO-20151109,20150710,20151109,train,dev,122,55,65,0.9914717979886085,0.01082274606581124,0.01082274606581124
sub-C_ses-CO-20150710,sub-C_ses-CO-20151110,20150710,20151110,train,dev,123,55,61,0.990108291695711,0.013510010165847186,0.013510010165847186
sub-C_ses-CO-20150710,sub-C_ses-CO-20151112,20150710,20151112,train,dev,125,55,42,0.9752906523653865,0.03483050828655199,0.03483050828655199
sub-C_ses-CO-20150713,sub-C_ses-CO-20150714,20150713,20150714,train,train,1,58,66,0.9933901747087694,0.007215864760985902,0.007215864760985902
sub-C_ses-CO-20150713,sub-C_ses-CO-20150715,20150713,20150715,train,train,2,58,60,0.9983195352206417,0.0023780293248385487,0.0023780293248385487
sub-C_ses-CO-20150713,sub-C_ses-CO-20150716,20150713,20150716,train,train,3,58,61,0.9905677553926753,0.010516231354321892,0.010516231354321892
sub-C_ses-CO-20150713,sub-C_ses-CO-20151103,20150713,20151103,train,dev,113,58,38,0.9880206355338575,0.013303668045723693,0.013303668045723693
sub-C_ses-CO-20150713,sub-C_ses-CO-20151104,20150713,20151104,train,dev,114,58,59,0.9903476442132102,0.011132261369748653,0.011132261369748653
sub-C_ses-CO-20150713,sub-C_ses-CO-20151106,20150713,20151106,train,dev,116,58,60,0.9916227018864883,0.009124763876723785,0.009124763876723785
sub-C_ses-CO-20150713,sub-C_ses-CO-20151109,20150713,20151109,train,dev,119,58,65,0.9894083789645364,0.011663269222977224,0.011663269222977224
sub-C_ses-CO-20150713,sub-C_ses-CO-20151110,20150713,20151110,train,dev,120,58,61,0.987862722335249,0.013880040185135334,0.013880040185135334
sub-C_ses-CO-20150713,sub-C_ses-CO-20151112,20150713,20151112,train,dev,122,58,42,0.9753354677204498,0.030694650379053945,0.030694650379053945
sub-C_ses-CO-20150714,sub-C_ses-CO-20150715,20150714,20150715,train,train,1,66,60,0.9949466489306245,0.006209479219588143,0.006209479219588143
sub-C_ses-CO-20150714,sub-C_ses-CO-20150716,20150714,20150716,train,train,2,66,61,0.9966030561642102,0.003852515398584888,0.003852515398584888
sub-C_ses-CO-20150714,sub-C_ses-CO-20151103,20150714,20151103,train,dev,112,66,38,0.9908590663568735,0.010170571715806487,0.010170571715806487
sub-C_ses-CO-20150714,sub-C_ses-CO-20151104,20150714,20151104,train,dev,113,66,59,0.9919082973633301,0.009430574272732084,0.009430574272732084
sub-C_ses-CO-20150714,sub-C_ses-CO-20151106,20150714,20151106,train,dev,115,66,60,0.9904981482250826,0.010329171185218256,0.010329171185218256
sub-C_ses-CO-20150714,sub-C_ses-CO-20151109,20150714,20151109,train,dev,118,66,65,0.9819234894901553,0.019561182772269925,0.019561182772269925
sub-C_ses-CO-20150714,sub-C_ses-CO-20151110,20150714,20151110,train,dev,119,66,61,0.9837938030921747,0.018027641557446072,0.018027641557446072
sub-C_ses-CO-20150714,sub-C_ses-CO-20151112,20150714,20151112,train,dev,121,66,42,0.9794062523365953,0.026560646677974975,0.026560646677974975
sub-C_ses-CO-20150715,sub-C_ses-CO-20150716,20150715,20150716,train,train,1,60,61,0.9921449741688362,0.00911906396212614,0.00911906396212614
sub-C_ses-CO-20150715,sub-C_ses-CO-20151103,20150715,20151103,train,dev,111,60,38,0.9880918987364018,0.0137443980517582,0.0137443980517582
sub-C_ses-CO-20150715,sub-C_ses-CO-20151104,20150715,20151104,train,dev,112,60,59,0.9905841321733445,0.013090685076104336,0.013090685076104336
sub-C_ses-CO-20150715,sub-C_ses-CO-20151106,20150715,20151106,train,dev,114,60,60,0.9925117806510968,0.009042037727295948,0.009042037727295948
sub-C_ses-CO-20150715,sub-C_ses-CO-20151109,20150715,20151109,train,dev,117,60,65,0.9888264245832726,0.014006302743585275,0.014006302743585275
sub-C_ses-CO-20150715,sub-C_ses-CO-20151110,20150715,20151110,train,dev,118,60,61,0.9868547674776897,0.017382835402190544,0.017382835402190544
sub-C_ses-CO-20150715,sub-C_ses-CO-20151112,20150715,20151112,train,dev,120,60,42,0.9779385056697639,0.03291053830972346,0.03291053830972346
sub-C_ses-CO-20150716,sub-C_ses-CO-20151103,20150716,20151103,train,dev,110,61,38,0.9882219985294595,0.013174333634913493,0.013174333634913493
sub-C_ses-CO-20150716,sub-C_ses-CO-20151104,20150716,20151104,train,dev,111,61,59,0.9891826271976598,0.013152635263478984,0.013152635263478984
sub-C_ses-CO-20150716,sub-C_ses-CO-20151106,20150716,20151106,train,dev,113,61,60,0.986243124723362,0.015303921382357366,0.015303921382357366
sub-C_ses-CO-20150716,sub-C_ses-CO-20151109,20150716,20151109,train,dev,116,61,65,0.9784565331635398,0.024031389808455872,0.024031389808455872
sub-C_ses-CO-20150716,sub-C_ses-CO-20151110,20150716,20151110,train,dev,117,61,61,0.9834258323715568,0.0194274689805638,0.0194274689805638
sub-C_ses-CO-20150716,sub-C_ses-CO-20151112,20150716,20151112,train,dev,119,61,42,0.9814706574903472,0.026515383467164977,0.026515383467164977
sub-C_ses-CO-20151103,sub-C_ses-CO-20151104,20151103,20151104,dev,dev,1,38,59,0.996594886833889,0.0052354567613586145,0.0052354567613586145
sub-C_ses-CO-20151103,sub-C_ses-CO-20151106,20151103,20151106,dev,dev,3,38,60,0.9936204861208665,0.007151902564267454,0.007151902564267454
sub-C_ses-CO-20151103,sub-C_ses-CO-20151109,20151103,20151109,dev,dev,6,38,65,0.9886335077908899,0.01301349189125256,0.01301349189125256
sub-C_ses-CO-20151103,sub-C_ses-CO-20151110,20151103,20151110,dev,dev,7,38,61,0.9898878905270254,0.012531352336025758,0.012531352336025758
sub-C_ses-CO-20151103,sub-C_ses-CO-20151112,20151103,20151112,dev,dev,9,38,42,0.9798524624618713,0.027925883868707646,0.027925883868707646
sub-C_ses-CO-20151104,sub-C_ses-CO-20151106,20151104,20151106,dev,dev,2,59,60,0.996824584907897,0.004132623002481184,0.004132623002481184
sub-C_ses-CO-20151104,sub-C_ses-CO-20151109,20151104,20151109,dev,dev,5,59,65,0.9936224687890601,0.006636217195168381,0.006636217195168381
sub-C_ses-CO-20151104,sub-C_ses-CO-20151110,20151104,20151110,dev,dev,6,59,61,0.9944171668466993,0.00556527530373041,0.00556527530373041
sub-C_ses-CO-20151104,sub-C_ses-CO-20151112,20151104,20151112,dev,dev,8,59,42,0.9839077761682232,0.017425085759924186,0.017425085759924186
sub-C_ses-CO-20151106,sub-C_ses-CO-20151109,20151106,20151109,dev,dev,3,60,65,0.994270355254575,0.00633626409552801,0.00633626409552801
sub-C_ses-CO-20151106,sub-C_ses-CO-20151110,20151106,20151110,dev,dev,4,60,61,0.9914767130351112,0.009841276687825973,0.009841276687825973
sub-C_ses-CO-20151106,sub-C_ses-CO-20151112,20151106,20151112,dev,dev,6,60,42,0.983041973396803,0.022565169339404667,0.022565169339404667
sub-C_ses-CO-20151109,sub-C_ses-CO-20151110,20151109,20151110,dev,dev,1,65,61,0.996866192581746,0.003407771413311611,0.003407771413311611
sub-C_ses-CO-20151109,sub-C_ses-CO-20151112,20151109,20151112,dev,dev,3,65,42,0.9772822220086191,0.025321930808128168,0.025321930808128168
sub-C_ses-CO-20151110,sub-C_ses-CO-20151112,20151110,20151112,dev,dev,2,61,42,0.9797012417775885,0.02096079583191024,0.02096079583191024
