run_id,variant,seed,validation_protocol,fold_id,split,session,M,R2_variance_weighted,R2_delta_vs_matched_baseline,identity_mse,prediction_distill_mse,parameter_count,weight_bytes,MAC_per_trial,MAC_per_session,peak_live_state_bytes,trial_buffer_bytes,support_state_bytes,requires_cubic_interpolation,requires_general_multiplier,requires_divider,quant_format,saturation_count
p1_redo_anchor_m2_t4_full_cpu_f1_s42_20260809_161655,B3S,42,loso,1,design,,,,,,,18290,73160,614400,15863808,62976,38400,24576,True,True,True,fp32,
p1_redo_anchor_m2_t4_full_cpu_f1_s42_20260809_161655,B3S,42,loso,1,test_heldin,,24,0.44679666,,0.11812544,3.4123226e-05,18290,73160,614400,15863808,62976,38400,24576,True,True,True,fp32,
p1_redo_anchor_m2_t4_full_cpu_f1_s42_20260809_161655,B3S,42,loso,1,test_heldout,,24,0.22678638,,0.099163122,5.8435344e-06,18290,73160,614400,15863808,62976,38400,24576,True,True,True,fp32,
