left,right,left_split,right_split,days_apart,n_common,n_union,jaccard,sufficient,r_norm_flat,rmse_norm,r_raw_a,r_raw_c,r_raw_magnitude,r_raw_baseline,null_r_mean,actual_minus_null
sub-C_ses-CO-20150629,sub-C_ses-CO-20150708,train,train,9,28,45,0.6222222222222222,True,0.7085614150379823,0.805892288684845,0.6367150349624193,0.7696150731395989,0.6161536622250877,0.8238801596617961,0.007579845508176756,0.7009815695298055
sub-C_ses-CO-20150629,sub-C_ses-CO-20150709,train,train,10,30,36,0.8333333333333334,True,0.76676629811002,0.7935988306999207,0.6238535487279105,0.8720559017351991,0.6820360982122547,0.9031595895280379,-0.001094789806963502,0.7678610879169835
sub-C_ses-CO-20150629,sub-C_ses-CO-20150710,train,train,11,27,35,0.7714285714285715,True,0.818421359957655,0.674150824546814,0.6856590101939338,0.8649282928999354,0.7593967640383522,0.927631043043823,-0.002141199943810892,0.8205625599014659
sub-C_ses-CO-20150629,sub-C_ses-CO-20150713,train,train,14,29,39,0.7435897435897436,True,0.7759540546009885,0.747283935546875,0.7589087342257016,0.7943745280915161,0.6487554865329951,0.8970199255646623,0.008682266974484097,0.7672717876265045
sub-C_ses-CO-20150629,sub-C_ses-CO-20150714,train,train,15,30,40,0.75,True,0.7578124716881366,0.7424998879432678,0.5789947268060069,0.7961319028823252,0.7253564630638464,0.9027643728013413,0.0031183915894603793,0.7546940800986762
sub-C_ses-CO-20150629,sub-C_ses-CO-20150715,train,train,16,30,39,0.7692307692307693,True,0.7666272802055144,0.6744015216827393,0.6742497878379473,0.8128683867718289,0.6907812570366516,0.8949159380339831,-0.0035158846531954864,0.7701431648587099
sub-C_ses-CO-20150629,sub-C_ses-CO-20150716,train,train,17,31,37,0.8378378378378378,True,0.7495336723460775,0.7827005386352539,0.717266182338915,0.7697992986229092,0.6644440481433289,0.8566086594981387,-0.0013405722907887684,0.7508742446368663
sub-C_ses-CO-20150629,sub-C_ses-CO-20151103,train,dev,127,15,44,0.3409090909090909,True,0.3613670424256445,1.117455244064331,0.24958279138924538,0.4648239586069662,0.07744043572703366,0.5898396263645621,0.0013826347718667576,0.35998440765377776
sub-C_ses-CO-20150629,sub-C_ses-CO-20151104,train,dev,128,23,51,0.45098039215686275,True,0.44047047427749186,1.2255443334579468,0.6026831712361087,0.3703701562219389,0.2366382340424656,0.6442848718201583,0.013926958166895898,0.426543516110596
sub-C_ses-CO-20150629,sub-C_ses-CO-20151106,train,dev,130,24,49,0.4897959183673469,True,0.48650691074893176,1.1221625804901123,0.6008578920293447,0.41503134598339375,0.29973583699777473,0.7298481875214023,-0.006933329243772435,0.4934402399927042
sub-C_ses-CO-20150629,sub-C_ses-CO-20151109,train,dev,133,26,49,0.5306122448979592,True,0.411850692394924,1.2439844608306885,0.6213792971189197,0.3482585292764063,0.23058801678594193,0.5687624079644752,0.011475743364300421,0.4003749490306236
sub-C_ses-CO-20150629,sub-C_ses-CO-20151110,train,dev,134,25,48,0.5208333333333334,True,0.3879960083589363,1.4027037620544434,0.6165190572234641,0.3152520264498911,0.23070846458320524,0.517869881973397,0.007626768718822923,0.3803692396401134
sub-C_ses-CO-20150629,sub-C_ses-CO-20151112,train,dev,136,21,46,0.45652173913043476,True,0.34636067304976603,1.450822353363037,0.6045767093372267,0.32464267610070124,0.2262965823111469,0.47920515887831816,-0.008322875588959024,0.35468354863872503
sub-C_ses-CO-20150630,sub-C_ses-CO-20150701,train,train,1,28,35,0.8,True,0.6983822247568643,0.8494445085525513,0.7383457279812027,0.7523278789429744,0.6121087276303148,0.8080113749434326,0.007126546926926398,0.6912556778299379
sub-C_ses-CO-20150630,sub-C_ses-CO-20150703,train,train,3,28,37,0.7567567567567568,True,0.6520824039906662,0.9499443769454956,0.7198208872000836,0.6864044399394111,0.4314101327896139,0.8600363337908393,0.02109993142424506,0.6309824725664211
sub-C_ses-CO-20150630,sub-C_ses-CO-20150706,train,train,6,26,34,0.7647058823529411,True,0.653029810244336,0.9268825054168701,0.6661309025558887,0.7407903048746598,0.39238856294675684,0.869982339075501,0.00828822018833545,0.6447415900560006
sub-C_ses-CO-20150630,sub-C_ses-CO-20150707,train,train,7,24,33,0.7272727272727273,True,0.7116354987661969,0.8639346361160278,0.8201208497735616,0.7683446547855979,0.5115894975486017,0.9026268249098504,0.013376773776079437,0.6982587249901174
sub-C_ses-CO-20150630,sub-C_ses-CO-20150708,train,train,8,27,42,0.6428571428571429,True,0.6946274171093207,0.8971213698387146,0.7219184201631024,0.7698579184384694,0.5020077796033255,0.8428020887066943,0.01862539630086543,0.6760020208084553
sub-C_ses-CO-20150630,sub-C_ses-CO-20150709,train,train,9,27,35,0.7714285714285715,True,0.6765464248848319,0.992112398147583,0.6405651400009259,0.7842939600701061,0.5171112014206799,0.8488390876051423,0.008545629800573344,0.6680007950842585
sub-C_ses-CO-20150630,sub-C_ses-CO-20150710,train,train,10,25,33,0.7575757575757576,True,0.7344653003837142,0.8721534013748169,0.640927688973125,0.8333991775941523,0.5495303454479449,0.9024201888189016,0.0009830450270573137,0.7334822553566569
sub-C_ses-CO-20150630,sub-C_ses-CO-20150713,train,train,13,27,37,0.7297297297297297,True,0.7578107495406463,0.8419613242149353,0.7454807494881589,0.8197634044483513,0.5828085898462712,0.9013624657733353,0.026215880460723807,0.7315948690799225
sub-C_ses-CO-20150630,sub-C_ses-CO-20150714,train,train,14,27,39,0.6923076923076923,True,0.7834516770988945,0.7768165469169617,0.6253196833453839,0.856476532205797,0.7319622282091083,0.9179129399582621,-0.002654606298349401,0.7861062833972439
sub-C_ses-CO-20150630,sub-C_ses-CO-20150715,train,train,15,28,37,0.7567567567567568,True,0.70315522876863,0.84014493227005,0.5862479558792651,0.7799363855829053,0.6563231137730624,0.8806415510647408,0.0076870428249578085,0.6954681859436722
sub-C_ses-CO-20150630,sub-C_ses-CO-20150716,train,train,16,29,35,0.8285714285714286,True,0.6619662345702295,0.9658524990081787,0.6538779827462831,0.6963024965426536,0.5066758279455487,0.8860492623054855,-0.006118989361674286,0.6680852239319038
sub-C_ses-CO-20150630,sub-C_ses-CO-20151103,train,dev,126,15,40,0.375,True,0.4726696857526711,1.1756662130355835,0.07529299985245465,0.6418132708101786,0.32149003070647186,0.6674423462140472,0.007286565965758347,0.46538311978691277
sub-C_ses-CO-20150630,sub-C_ses-CO-20151104,train,dev,127,22,48,0.4583333333333333,True,0.5730353256376046,1.1532506942749023,0.720080650195577,0.5410961263373616,0.4371372319224591,0.6922511802372473,0.0017142175328077947,0.5713211081047969
sub-C_ses-CO-20150630,sub-C_ses-CO-20151106,train,dev,129,22,47,0.46808510638297873,True,0.5880124542373203,1.0967388153076172,0.7541002653157493,0.554370489840442,0.42766945150629926,0.7784408613175849,0.005966527702189586,0.5820459265351307
sub-C_ses-CO-20150630,sub-C_ses-CO-20151109,train,dev,132,23,48,0.4791666666666667,True,0.5648227406823858,1.1687324047088623,0.6143625591064179,0.5825095096165966,0.44259804405860714,0.6760611158522312,-0.002466192760248953,0.5672889334426348
sub-C_ses-CO-20150630,sub-C_ses-CO-20151110,train,dev,133,23,46,0.5,True,0.5401872065527276,1.3062219619750977,0.7080832879713278,0.5221954609964008,0.40794675003239234,0.6272581944067319,0.010644464964462022,0.5295427415882655
sub-C_ses-CO-20150630,sub-C_ses-CO-20151112,train,dev,135,20,43,0.46511627906976744,True,0.4884577819258217,1.3869414329528809,0.6968974403502424,0.5198549449746372,0.3739965752382282,0.5653425029669769,0.01140997317421205,0.4770478087516096
sub-C_ses-CO-20150701,sub-C_ses-CO-20150703,train,train,2,32,36,0.8888888888888888,True,0.8733410411409404,0.5396173000335693,0.9378719614949805,0.7838898265445373,0.8316070676155952,0.9303761232161163,0.011313234610801996,0.8620278065301383
sub-C_ses-CO-20150701,sub-C_ses-CO-20150706,train,train,5,28,35,0.8,True,0.8509958087554155,0.570098876953125,0.8850088295671616,0.7949310659349189,0.7985332426351834,0.9416127515021515,0.0065698580188263064,0.8444259507365892
sub-C_ses-CO-20150701,sub-C_ses-CO-20150707,train,train,6,26,34,0.7647058823529411,True,0.822094622556767,0.6252045631408691,0.8733011328555916,0.8226531518989263,0.7390373308969242,0.8818201221621088,0.0031486573863628003,0.8189459651704042
sub-C_ses-CO-20150701,sub-C_ses-CO-20150708,train,train,7,29,43,0.6744186046511628,True,0.803011098395715,0.6746748089790344,0.8447110208451382,0.7839074372205104,0.7432790440252134,0.8579150934672913,-0.0005175893436354051,0.8035286877393505
sub-C_ses-CO-20150701,sub-C_ses-CO-20150709,train,train,8,30,35,0.8571428571428571,True,0.7685982920159241,0.776472806930542,0.6333605047678892,0.7842621932731223,0.7721806667272016,0.9369262157140746,0.00926804888868097,0.7593302431272432
sub-C_ses-CO-20150701,sub-C_ses-CO-20150710,train,train,9,28,33,0.8484848484848485,True,0.808366327027174,0.6686986088752747,0.6756663019827082,0.8490467451813686,0.8331979439773877,0.9232807973777704,0.00352294891431987,0.8048433781128541
sub-C_ses-CO-20150701,sub-C_ses-CO-20150713,train,train,12,30,37,0.8108108108108109,True,0.7537987503455624,0.7581484913825989,0.8264631546863033,0.7015127809525515,0.678835334568472,0.8747502223001177,-0.01104970716972783,0.7648484575152903
sub-C_ses-CO-20150701,sub-C_ses-CO-20150714,train,train,13,29,40,0.725,True,0.7199662087100127,0.8063517808914185,0.620501713037519,0.7413429078750357,0.7082577880359988,0.8716163185411482,-0.005184971583298769,0.7251511802933115
sub-C_ses-CO-20150701,sub-C_ses-CO-20150715,train,train,14,30,38,0.7894736842105263,True,0.6888114746170944,0.7857120037078857,0.5320465360328713,0.7481502582972204,0.6567160324800987,0.8840416723933201,-0.007735188689923674,0.696546663307018
sub-C_ses-CO-20150701,sub-C_ses-CO-20150716,train,train,15,31,36,0.8611111111111112,True,0.6362898631467174,0.9280420541763306,0.5787796050192052,0.6351717822983207,0.5450442935193213,0.8406451630816333,-0.004505258926595282,0.6407951220733127
sub-C_ses-CO-20150701,sub-C_ses-CO-20151103,train,dev,125,15,43,0.3488372093023256,True,0.3646560299222959,1.1218442916870117,0.031222805789734392,0.5771632641808336,0.22095310151771894,0.5569017396812471,0.006954186247233165,0.35770184367506275
sub-C_ses-CO-20150701,sub-C_ses-CO-20151104,train,dev,126,23,50,0.46,True,0.40720154346570675,1.2749630212783813,0.5400094045219008,0.4062721109364331,0.22160721772626896,0.5367270922923298,0.0085493539875149,0.39865218947819187
sub-C_ses-CO-20150701,sub-C_ses-CO-20151106,train,dev,128,24,48,0.5,True,0.4507381446571749,1.171241283416748,0.5743576548772652,0.42092978745211057,0.28208706812671513,0.6164306597932117,0.00539903131366132,0.44533911334351356
sub-C_ses-CO-20150701,sub-C_ses-CO-20151109,train,dev,131,28,46,0.6086956521739131,True,0.3759353677725345,1.2618441581726074,0.49357652739961894,0.38904603542365757,0.2621528184216839,0.4488076694398057,0.006053180813785392,0.3698821869587491
sub-C_ses-CO-20150701,sub-C_ses-CO-20151110,train,dev,132,26,46,0.5652173913043478,True,0.34908256926397213,1.4290674924850464,0.538131353596576,0.3494073059929426,0.2071252805218343,0.4008223771872983,0.012617121810912206,0.33646544745305995
sub-C_ses-CO-20150701,sub-C_ses-CO-20151112,train,dev,134,21,45,0.4666666666666667,True,0.3170591579214641,1.5116990804672241,0.4760951083243387,0.38119992521494483,0.182855275636694,0.41529972663320924,-0.02002150198150979,0.3370806599029739
sub-C_ses-CO-20150703,sub-C_ses-CO-20150706,train,train,3,28,37,0.7567567567567568,True,0.9041033338264232,0.4623883068561554,0.8917259513320338,0.9058229178654704,0.88425249844506,0.9740392382553191,-0.003702721067807791,0.9078060548942309
sub-C_ses-CO-20150703,sub-C_ses-CO-20150707,train,train,4,26,36,0.7222222222222222,True,0.8504839101023335,0.608330488204956,0.8697317827747898,0.8532899490817512,0.7980209519987712,0.9334567615500889,0.005793037934445563,0.844690872167888
sub-C_ses-CO-20150703,sub-C_ses-CO-20150708,train,train,5,30,44,0.6818181818181818,True,0.8225325644111041,0.6313961744308472,0.8537453747502268,0.7685476294401238,0.7665320516462025,0.9099163627938075,0.009593510103973055,0.8129390543071311
sub-C_ses-CO-20150703,sub-C_ses-CO-20150709,train,train,6,31,36,0.8611111111111112,True,0.7813985145511876,0.7302203178405762,0.6730928712108749,0.7755058303588,0.7932989135684736,0.9303080520191176,0.00842416012811892,0.7729743544230686
sub-C_ses-CO-20150703,sub-C_ses-CO-20150710,train,train,7,28,35,0.8,True,0.7885675421146163,0.6785363554954529,0.6643739407047331,0.7986184821739097,0.7996836623799041,0.931825528978044,0.012105102229536207,0.7764624398850801
sub-C_ses-CO-20150703,sub-C_ses-CO-20150713,train,train,10,32,37,0.8648648648648649,True,0.7772915171481538,0.6979115605354309,0.8535610850275411,0.7200550632352919,0.6679027449655542,0.9206125622479766,-0.0002339860236258784,0.7775255031717797
sub-C_ses-CO-20150703,sub-C_ses-CO-20150714,train,train,11,31,40,0.775,True,0.7302002288594966,0.7745707035064697,0.6528854904743583,0.7334327467886145,0.6893664017671074,0.8879541867605102,-0.003082484202015411,0.733282713061512
sub-C_ses-CO-20150703,sub-C_ses-CO-20150715,train,train,12,31,39,0.7948717948717948,True,0.7267297831647495,0.731441855430603,0.6181963819983323,0.7583010957013793,0.6710832293343287,0.917890008435449,-0.0018469746189627113,0.7285767577837121
sub-C_ses-CO-20150703,sub-C_ses-CO-20150716,train,train,13,32,37,0.8648648648648649,True,0.7282957423557799,0.7947355508804321,0.6907372632757652,0.6957342313738517,0.6698958369926021,0.9004713025215593,7.133412916763615e-05,0.7282244082266123
sub-C_ses-CO-20150703,sub-C_ses-CO-20151103,train,dev,123,16,44,0.36363636363636365,True,0.31024808967542145,1.132493495941162,0.2148777442435332,0.410798456857957,0.10764010887039067,0.4733359276517318,0.015138000092545019,0.29511008958287643
sub-C_ses-CO-20150703,sub-C_ses-CO-20151104,train,dev,124,24,51,0.47058823529411764,True,0.4059425108518939,1.2910759449005127,0.6005023254384135,0.31579163435769375,0.23327787555561522,0.5068044362177764,0.018573456748336457,0.3873690541035575
sub-C_ses-CO-20150703,sub-C_ses-CO-20151106,train,dev,126,25,49,0.5102040816326531,True,0.4902017523643364,1.152535319328308,0.6382822419172528,0.4214280374934157,0.33221571187428445,0.6335791648944046,-0.009782812281506244,0.4999845646458426
sub-C_ses-CO-20150703,sub-C_ses-CO-20151109,train,dev,129,27,49,0.5510204081632653,True,0.36858960400226304,1.3075624704360962,0.5603058195803785,0.31845259344801524,0.2176047799322369,0.4535651297131206,0.011065103121784582,0.35752450088047844
sub-C_ses-CO-20150703,sub-C_ses-CO-20151110,train,dev,130,26,48,0.5416666666666666,True,0.3423673169977824,1.4570972919464111,0.6032723391424505,0.25074001464300844,0.18751389424832707,0.3741400220552226,0.00820864989834315,0.33415866709943925
sub-C_ses-CO-20150703,sub-C_ses-CO-20151112,train,dev,132,21,47,0.44680851063829785,True,0.32975555413151697,1.5046837329864502,0.5590836207400389,0.29949431396115295,0.2152534829182755,0.366848502136241,-0.0066595654340736,0.33641511956559056
sub-C_ses-CO-20150706,sub-C_ses-CO-20150707,train,train,1,23,34,0.6764705882352942,True,0.9259500137314511,0.40909191966056824,0.9253785796793684,0.9380851618520063,0.8932466542887426,0.9694788028023932,0.006520073876758244,0.9194299398546929
sub-C_ses-CO-20150706,sub-C_ses-CO-20150708,train,train,2,26,43,0.6046511627906976,True,0.8659903588825049,0.5472813248634338,0.9114509632132513,0.8497094471677743,0.8080267301666274,0.91160803106561,0.006268037143657212,0.8597223217388477
sub-C_ses-CO-20150706,sub-C_ses-CO-20150709,train,train,3,27,35,0.7714285714285715,True,0.8486204506915689,0.6436538696289062,0.8791180611191978,0.8142663648954344,0.7754726994053691,0.9427572314720768,0.002041247746391294,0.8465792029451776
sub-C_ses-CO-20150706,sub-C_ses-CO-20150710,train,train,4,25,33,0.7575757575757576,True,0.8675844495856827,0.5486897826194763,0.8754794364415364,0.8485832572888303,0.7697084923790573,0.954911065889884,0.0015542111976636205,0.8660302383880191
sub-C_ses-CO-20150706,sub-C_ses-CO-20150713,train,train,7,27,37,0.7297297297297297,True,0.8184609634009132,0.6303693652153015,0.8774144407760202,0.7675086350853272,0.6738357246166384,0.9561578850709858,0.00529965485397858,0.8131613085469347
sub-C_ses-CO-20150706,sub-C_ses-CO-20150714,train,train,8,27,39,0.6923076923076923,True,0.8408602276296425,0.5836413502693176,0.7936682307271032,0.8606552252720353,0.7854837296477806,0.923385500787722,-0.0039663991955563105,0.8448266268251988
sub-C_ses-CO-20150706,sub-C_ses-CO-20150715,train,train,9,28,37,0.7567567567567568,True,0.7933924236230784,0.6238858699798584,0.7339366302462472,0.8072956802385463,0.6733264268537736,0.9353416484421296,-0.004354126822339021,0.7977465504454174
sub-C_ses-CO-20150706,sub-C_ses-CO-20150716,train,train,10,28,36,0.7777777777777778,True,0.7558556102747602,0.7697693705558777,0.789091988905482,0.7082104925305627,0.6127502268482651,0.9162915479388121,-0.0008300045017001556,0.7566856147764603
sub-C_ses-CO-20150706,sub-C_ses-CO-20151103,train,dev,120,14,41,0.34146341463414637,True,0.26129900366707437,1.2242624759674072,-0.009899622430078572,0.36689205188003365,-0.10868682500524476,0.6275950948635515,0.020841008591720972,0.2404579950753534
sub-C_ses-CO-20150706,sub-C_ses-CO-20151104,train,dev,121,22,48,0.4583333333333333,True,0.3912187482293511,1.2904877662658691,0.6058047963166492,0.2908378866806812,0.17730898330136774,0.6066305638091791,-0.003066232677686498,0.3942849809070376
sub-C_ses-CO-20150706,sub-C_ses-CO-20151106,train,dev,123,22,47,0.46808510638297873,True,0.47805652364123014,1.1553696393966675,0.6559191999013063,0.39487969841948223,0.27601565099133873,0.6854167949041202,-0.00424623796052996,0.4823027616017601
sub-C_ses-CO-20150706,sub-C_ses-CO-20151109,train,dev,126,24,47,0.5106382978723404,True,0.4053674560530057,1.2566736936569214,0.5788941469329186,0.37331310464975864,0.22072783851686814,0.5882525178222795,0.001400189884935219,0.4039672661680705
sub-C_ses-CO-20150706,sub-C_ses-CO-20151110,train,dev,127,24,45,0.5333333333333333,True,0.34044941236677495,1.450797200202942,0.5817308967062267,0.2779184822698138,0.1674114799115406,0.4974066768279088,0.001879054570823434,0.3385703577959515
sub-C_ses-CO-20150706,sub-C_ses-CO-20151112,train,dev,129,19,44,0.4318181818181818,True,0.30907506630137277,1.5385198593139648,0.5379882903583296,0.30321894953305945,0.1333036691169519,0.42942028766613216,-0.014765115442468058,0.3238401817438408
sub-C_ses-CO-20150707,sub-C_ses-CO-20150708,train,train,1,26,40,0.65,True,0.8555462283827292,0.5900669097900391,0.8753741353163953,0.8757072230656651,0.804566188848559,0.8974614532040247,0.01082530825473515,0.844720920127994
sub-C_ses-CO-20150707,sub-C_ses-CO-20150709,train,train,2,27,32,0.84375,True,0.8667865372476224,0.6332557797431946,0.82290108720051,0.9032423917939538,0.8758827183063987,0.9222133933122855,-0.0007642770356678374,0.8675508142832903
sub-C_ses-CO-20150707,sub-C_ses-CO-20150710,train,train,3,25,30,0.8333333333333334,True,0.8935983706548161,0.5449489951133728,0.8078012958263955,0.9364299114938265,0.8893666625547113,0.9427163690522696,0.019714956578770808,0.8738834140760453
sub-C_ses-CO-20150707,sub-C_ses-CO-20150713,train,train,6,26,35,0.7428571428571429,True,0.8414986253879645,0.6381617784500122,0.8933036581510396,0.8415796195984728,0.7400683743394588,0.949196121798693,0.004195244896571241,0.8373033804913933
sub-C_ses-CO-20150707,sub-C_ses-CO-20150714,train,train,7,26,37,0.7027027027027027,True,0.8642328040311322,0.5812219381332397,0.8317743031738247,0.8834517351719925,0.8589377535150635,0.9329980036993624,0.0035861921527342213,0.860646611878398
sub-C_ses-CO-20150707,sub-C_ses-CO-20150715,train,train,8,25,37,0.6756756756756757,True,0.832113179640171,0.5890128016471863,0.7231852703354752,0.8804376935756386,0.8114627859777351,0.9340746729393746,0.0018294063669153252,0.8302837732732556
sub-C_ses-CO-20150707,sub-C_ses-CO-20150716,train,train,9,26,35,0.7428571428571429,True,0.7968817182625271,0.7374167442321777,0.7872624080319909,0.782141853443332,0.7311407511634423,0.9031521244763976,0.002989208170446172,0.793892510092081
sub-C_ses-CO-20150707,sub-C_ses-CO-20151103,train,dev,119,15,37,0.40540540540540543,True,0.3406815659659366,1.0986170768737793,0.09914909674590214,0.46519234718215774,0.08352205072785343,0.5448603540550621,0.0017804406113205618,0.33890112535461603
sub-C_ses-CO-20150707,sub-C_ses-CO-20151104,train,dev,120,19,48,0.3958333333333333,True,0.5126090260344104,1.2013641595840454,0.7590821710112812,0.48231790964099963,0.3577953144264333,0.4607828735910406,-0.007048090926958206,0.5196571169613686
sub-C_ses-CO-20150707,sub-C_ses-CO-20151106,train,dev,122,21,45,0.4666666666666667,True,0.6087166716754316,1.014504075050354,0.7686805960183424,0.5849280974679981,0.48170962006942436,0.6385952344787463,-0.005942411055916514,0.6146590827313482
sub-C_ses-CO-20150707,sub-C_ses-CO-20151109,train,dev,125,22,46,0.4782608695652174,True,0.4525281818561879,1.249384880065918,0.6594713097563814,0.5065855620209312,0.30947784090457103,0.4387845375937502,-0.005047147714271615,0.45757532957045954
sub-C_ses-CO-20150707,sub-C_ses-CO-20151110,train,dev,126,22,44,0.5,True,0.4254836981196143,1.405580759048462,0.7066218363935921,0.4197976094706611,0.27606840301848884,0.3985534637864748,0.004633553661796701,0.4208501444578176
sub-C_ses-CO-20150707,sub-C_ses-CO-20151112,train,dev,128,19,41,0.4634146341463415,True,0.3999790868422765,1.434510588645935,0.6346436733211149,0.37935159820925646,0.29983103105887043,0.36056060898611164,-0.0011340126099888238,0.4011130994522653
sub-C_ses-CO-20150708,sub-C_ses-CO-20150709,train,train,1,29,42,0.6904761904761905,True,0.8610987102780939,0.6010743379592896,0.8113655581782635,0.87269407841898,0.8830154240875271,0.9145985179605517,0.005754919817236963,0.855343790460857
sub-C_ses-CO-20150708,sub-C_ses-CO-20150710,train,train,2,27,40,0.675,True,0.8415503961005156,0.5912413597106934,0.709264322301499,0.8752616513845277,0.8500363345909605,0.9459820972358695,0.014430219557172372,0.8271201765433432
sub-C_ses-CO-20150708,sub-C_ses-CO-20150713,train,train,5,29,44,0.6590909090909091,True,0.8429009762970698,0.6042242050170898,0.9150144820946644,0.8390567808053876,0.7642080275425417,0.8859924111827294,0.01229021577495082,0.830610760522119
sub-C_ses-CO-20150708,sub-C_ses-CO-20150714,train,train,6,31,44,0.7045454545454546,True,0.8427009110025412,0.60863196849823,0.8560792884963011,0.8471549482089528,0.7964761341737231,0.8901286011143407,0.005477053745541942,0.8372238572569992
sub-C_ses-CO-20150708,sub-C_ses-CO-20150715,train,train,7,32,42,0.7619047619047619,True,0.8280327961792211,0.6087321043014526,0.8061370397427413,0.8427249737582356,0.7824634310400164,0.9061626429225741,0.007287668065063948,0.8207451281141571
sub-C_ses-CO-20150708,sub-C_ses-CO-20150716,train,train,8,30,43,0.6976744186046512,True,0.7957231395237274,0.7040549516677856,0.7869096680760869,0.7721114731990082,0.7192116230466173,0.9312246141161332,0.0003927683637839072,0.7953303711599435
sub-C_ses-CO-20150708,sub-C_ses-CO-20151103,train,dev,118,20,44,0.45454545454545453,True,0.37218133239558177,1.274789810180664,0.4584299232461477,0.3977246095557395,0.40072553351937784,0.41070367881206826,-0.016521164486084337,0.3887024968816661
sub-C_ses-CO-20150708,sub-C_ses-CO-20151104,train,dev,119,28,51,0.5490196078431373,True,0.4623879988621169,1.3046382665634155,0.5879304780259191,0.36808292326520464,0.4002781367121576,0.5096331753071086,0.0041831533891478565,0.458204845472969
sub-C_ses-CO-20150708,sub-C_ses-CO-20151106,train,dev,121,28,50,0.56,True,0.5135203424218927,1.2419418096542358,0.560322844330345,0.44186914295521323,0.4536121264527965,0.6573379306006544,-0.012410845159493955,0.5259311875813867
sub-C_ses-CO-20150708,sub-C_ses-CO-20151109,train,dev,124,31,49,0.6326530612244898,True,0.4093811870672422,1.370567798614502,0.46917866399785224,0.35272071552745693,0.3247781197918832,0.5349220012093184,0.00013945274215297455,0.4092417343250892
sub-C_ses-CO-20150708,sub-C_ses-CO-20151110,train,dev,125,30,48,0.625,True,0.4498517046644111,1.4222395420074463,0.5895803975364509,0.4018767471768079,0.33568385348586777,0.5137128239494825,-0.0012371407207081902,0.4510888453851193
sub-C_ses-CO-20150708,sub-C_ses-CO-20151112,train,dev,127,26,46,0.5652173913043478,True,0.3999599191609717,1.551755666732788,0.46514654319289256,0.46313353690084585,0.34333942014978647,0.5371459885267084,0.0008461535839910672,0.3991137655769806
sub-C_ses-CO-20150709,sub-C_ses-CO-20150710,train,train,1,28,32,0.875,True,0.9396735865283581,0.366636723279953,0.9234977633827519,0.9542678857062189,0.931665417594497,0.9623697518713109,0.00021730787415224717,0.9394562786542059
sub-C_ses-CO-20150709,sub-C_ses-CO-20150713,train,train,4,31,35,0.8857142857142857,True,0.8287558677681653,0.6482468843460083,0.8551248881609427,0.8407860361220693,0.7650679769392185,0.895344497188806,-0.013222241882079069,0.8419781096502444
sub-C_ses-CO-20150709,sub-C_ses-CO-20150714,train,train,5,31,37,0.8378378378378378,True,0.8469470730427132,0.6209118366241455,0.8957637926513264,0.8362243446652452,0.7777432713046167,0.9187656175737692,0.008445897157709704,0.8385011758850035
sub-C_ses-CO-20150709,sub-C_ses-CO-20150715,train,train,6,30,37,0.8108108108108109,True,0.8515712748604677,0.6113861799240112,0.8560587014330897,0.8496679957377973,0.7936903129524049,0.937037085993761,0.001904018229513337,0.8496672566309543
sub-C_ses-CO-20150709,sub-C_ses-CO-20150716,train,train,7,31,35,0.8857142857142857,True,0.8506294097238805,0.6196424961090088,0.860820996249996,0.8234765635673531,0.8219589512490755,0.9235771051277244,-0.004504831230584923,0.8551342409544653
sub-C_ses-CO-20150709,sub-C_ses-CO-20151103,train,dev,117,16,41,0.3902439024390244,True,0.4921845398742624,1.0122754573822021,0.5751731355091869,0.5185241674380856,0.3360194742283915,0.620774140568703,0.013736238112389531,0.47844830176187286
sub-C_ses-CO-20150709,sub-C_ses-CO-20151104,train,dev,118,23,49,0.46938775510204084,True,0.6054531380176625,1.1239012479782104,0.8141790173116982,0.5129220817872984,0.5177596271652455,0.6237622996048725,-0.007496005406375952,0.6129491434240385
sub-C_ses-CO-20150709,sub-C_ses-CO-20151106,train,dev,120,23,48,0.4791666666666667,True,0.6643582731245921,1.0201624631881714,0.7850597690918125,0.5913868297344224,0.5862016909356383,0.7372994854052674,0.006572868661808908,0.6577854044627831
sub-C_ses-CO-20150709,sub-C_ses-CO-20151109,train,dev,123,25,48,0.5208333333333334,True,0.540645602536675,1.1807143688201904,0.7557745632751053,0.5056696809350469,0.44208049857657916,0.556589802734308,0.00034339480869964524,0.5403022077279754
sub-C_ses-CO-20150709,sub-C_ses-CO-20151110,train,dev,124,25,46,0.5434782608695652,True,0.530000712432241,1.2897005081176758,0.7466842274535075,0.4887897244528832,0.4516617024252702,0.5120003780042056,0.00581807212780101,0.52418264030444
sub-C_ses-CO-20150709,sub-C_ses-CO-20151112,train,dev,126,20,45,0.4444444444444444,True,0.4948756249556434,1.403766393661499,0.7134208716581809,0.4812467668947356,0.4337787540991885,0.4491162043220724,-0.021713812808922456,0.5165894377645659
sub-C_ses-CO-20150710,sub-C_ses-CO-20150713,train,train,3,28,34,0.8235294117647058,True,0.8763221848525694,0.5225816369056702,0.8812344769627594,0.8890243450032228,0.8351273312553577,0.9009372501382319,-0.004267021425531257,0.8805892062781007
sub-C_ses-CO-20150710,sub-C_ses-CO-20150714,train,train,4,27,37,0.7297297297297297,True,0.8900331513717713,0.49954697489738464,0.8800259844492151,0.901396004891799,0.8328294844591442,0.9388494244588017,0.00930425008224247,0.8807289012895289
