left,right,left_split,right_split,days_apart,n_common,n_union,jaccard,sufficient,r_norm_flat,rmse_norm,r_raw_a,r_raw_c,r_raw_magnitude,r_raw_baseline,null_r_mean,actual_minus_null
sub-C_ses-CO-20150313,sub-C_ses-CO-20150713,train,train,122,25,60,0.4166666666666667,True,0.4791894088242883,1.0309842824935913,0.28412431177096775,0.5995001060740772,0.5862709940594824,0.3804445005250569,0.00021786729335294242,0.47897154153093535
sub-C_ses-CO-20150313,sub-C_ses-CO-20150714,train,train,123,29,58,0.5,True,0.5180846167863897,0.993682861328125,0.21423155622112428,0.6296769572413917,0.6516113752433254,0.5159966643613048,0.021674629754210733,0.496409987032179
sub-C_ses-CO-20150313,sub-C_ses-CO-20150715,train,train,124,29,57,0.5087719298245614,True,0.3606086407597404,1.1083219051361084,0.2889371494510232,0.4389524511849373,0.28331868119669124,0.41631913583457303,-0.00412087112639193,0.36472951188613234
sub-C_ses-CO-20150313,sub-C_ses-CO-20150716,train,train,125,25,60,0.4166666666666667,True,0.3647379803684529,1.229298710823059,0.35927893983216186,0.4430666857703423,0.2907189719524545,0.3622968581036408,0.003023173994833973,0.3617148063736189
sub-C_ses-CO-20150313,sub-C_ses-CO-20151103,train,dev,235,23,53,0.4339622641509434,True,0.05847006157609452,1.5254229307174683,0.3515875232092538,-0.029011742591231307,-0.13909601085681647,0.1123208943643899,-0.010516056201596777,0.0689861177776913
sub-C_ses-CO-20150313,sub-C_ses-CO-20151104,train,dev,236,31,60,0.5166666666666667,True,0.21046905730361287,1.5366036891937256,0.4220897553553458,0.16270228262150482,0.07049846747818014,0.2389559789599488,-0.006271865296209331,0.2167409225998222
sub-C_ses-CO-20150313,sub-C_ses-CO-20151106,train,dev,238,30,60,0.5,True,0.23481266423652203,1.514285683631897,0.4010832024274837,0.23290514817453342,0.02689307814016769,0.36133099083355563,-0.0007926789052075222,0.23560534314172954
sub-C_ses-CO-20150313,sub-C_ses-CO-20151109,train,dev,241,31,61,0.5081967213114754,True,0.19250687268464312,1.5857359170913696,0.33958282874660417,0.15869691369199562,0.014357563859218726,0.34438155427312395,0.006155697611360667,0.18635117507328244
sub-C_ses-CO-20150313,sub-C_ses-CO-20151110,train,dev,242,31,59,0.5254237288135594,True,0.18246722165237061,1.6769609451293945,0.38896960362140165,0.11365339471973279,0.01332824666255367,0.28490980098494173,-0.002282479647182076,0.1847497012995527
sub-C_ses-CO-20150313,sub-C_ses-CO-20151112,train,dev,244,26,58,0.4482758620689655,True,0.08660613432801498,1.8564181327819824,0.2682467664359471,0.14597576033100199,-0.08898228998236939,0.24344607244379984,-0.024793011731357638,0.11139914605937262
sub-C_ses-CO-20150319,sub-C_ses-CO-20150629,train,train,102,25,51,0.49019607843137253,True,0.3644379052316966,1.1696895360946655,0.4000180998800158,0.337844686419983,0.4580082129208936,0.22820569724470932,0.0182906628337701,0.3461472423979265
sub-C_ses-CO-20150319,sub-C_ses-CO-20150630,train,train,103,24,48,0.5,True,0.2599487101212497,1.3680684566497803,0.28255424884107494,0.23290410711435808,0.27884552745768093,0.21205050955294408,0.007125007713876888,0.25282370240737284
sub-C_ses-CO-20150319,sub-C_ses-CO-20150701,train,train,104,25,50,0.5,True,0.32141886192022373,1.1819661855697632,0.22794537489481065,0.3153010576506451,0.39892364979153305,0.2848148959689946,0.026613662584403616,0.2948051993358201
sub-C_ses-CO-20150319,sub-C_ses-CO-20150703,train,train,106,26,51,0.5098039215686274,True,0.5036285746549958,1.0086112022399902,0.33452568994965026,0.5438452159359453,0.75229861541971,0.37093281693156493,0.012382741708480895,0.49124583294651486
sub-C_ses-CO-20150319,sub-C_ses-CO-20150706,train,train,109,23,49,0.46938775510204084,True,0.4685736060185968,1.0434448719024658,0.46586004963895866,0.47405799643114377,0.7300079721344167,0.23498180002424948,0.0153794422980627,0.4531941637205341
sub-C_ses-CO-20150319,sub-C_ses-CO-20150707,train,train,110,21,48,0.4375,True,0.434684715342379,1.0956813097000122,0.4131463848727337,0.43969678042543364,0.6354799979177916,0.2533047231971039,0.009104273662063116,0.4255804416803159
sub-C_ses-CO-20150319,sub-C_ses-CO-20150708,train,train,111,28,53,0.5283018867924528,True,0.4652813624346507,1.1115684509277344,0.5155996090994547,0.4314988813254638,0.38194090722913054,0.4702053281091288,0.027463643775699414,0.43781771865895125
sub-C_ses-CO-20150319,sub-C_ses-CO-20150709,train,train,112,23,51,0.45098039215686275,True,0.4699188501052842,1.1414176225662231,0.5661270094234417,0.41388966946394584,0.5714527029475224,0.26215599814323504,0.03217946587663868,0.43773938422864556
sub-C_ses-CO-20150319,sub-C_ses-CO-20150710,train,train,113,21,49,0.42857142857142855,True,0.3033380826974749,1.2011033296585083,0.07131569015474765,0.42758902275131466,0.4106501537194245,0.15786132059321978,0.038795977416171426,0.2645421052813035
sub-C_ses-CO-20150319,sub-C_ses-CO-20150713,train,train,116,24,52,0.46153846153846156,True,0.3847124111957722,1.1820218563079834,0.4377959534231936,0.4783393683009547,0.3836696484688405,0.17491010461764586,0.0273531948172442,0.357359216378528
sub-C_ses-CO-20150319,sub-C_ses-CO-20150714,train,train,117,28,50,0.56,True,0.44047801378703483,1.1277824640274048,0.44578105638104876,0.4377969645792236,0.5059019913086494,0.3790582013088471,0.004990960706941589,0.4354870530800932
sub-C_ses-CO-20150319,sub-C_ses-CO-20150715,train,train,118,28,49,0.5714285714285714,True,0.4114333008002032,1.0729724168777466,0.5254518340551692,0.32482979538110507,0.45701893847816677,0.35640398241801974,0.016513469306354472,0.3949198314938487
sub-C_ses-CO-20150319,sub-C_ses-CO-20150716,train,train,119,25,51,0.49019607843137253,True,0.41510067777244436,1.1868685483932495,0.5088298076403354,0.34350159212038023,0.45129326734175207,0.3657757185919399,0.0045558029342845025,0.4105448748381599
sub-C_ses-CO-20150319,sub-C_ses-CO-20151103,train,dev,229,21,46,0.45652173913043476,True,0.004721142355323431,1.5828824043273926,0.27438377376078443,-0.007179927206329089,-0.2617307529931955,0.03832419625903476,-0.021307589432411574,0.026028731787735005
sub-C_ses-CO-20150319,sub-C_ses-CO-20151104,train,dev,230,28,54,0.5185185185185185,True,0.20197572511931935,1.5985158681869507,0.48768145880141944,0.05467958821159391,0.06312764936076641,0.10012833972042061,-0.0012473280852140522,0.2032230532045334
sub-C_ses-CO-20150319,sub-C_ses-CO-20151106,train,dev,232,29,52,0.5576923076923077,True,0.2843646499299113,1.4798892736434937,0.47516043817411713,0.21952302431098636,0.14997608407707114,0.2852144691341636,0.009101928180022131,0.27526272174988914
sub-C_ses-CO-20150319,sub-C_ses-CO-20151109,train,dev,235,30,53,0.5660377358490566,True,0.26281157640859515,1.534343957901001,0.38258835619386944,0.19099824959032433,0.11854921023598058,0.41356699956060317,-0.0007847938321474624,0.2635963702407426
sub-C_ses-CO-20150319,sub-C_ses-CO-20151110,train,dev,236,31,50,0.62,True,0.257906503753969,1.5994573831558228,0.4832146818492387,0.14544373131374067,0.1029377671516276,0.32211755033606654,-0.003815102099999348,0.26172160585396836
sub-C_ses-CO-20150319,sub-C_ses-CO-20151112,train,dev,238,26,49,0.5306122448979592,True,0.2083254147424848,1.751106858253479,0.3537015373545545,0.2819567855349461,0.02221509131845657,0.30319882021245126,-0.007428426350284098,0.2157538410927689
sub-C_ses-CO-20150629,sub-C_ses-CO-20150630,train,train,1,29,35,0.8285714285714286,True,0.7979955788210168,0.6797761917114258,0.7324840059967334,0.8467503439710067,0.7059107642661615,0.9485575932801638,0.004430086973205565,0.7935654918478112
sub-C_ses-CO-20150629,sub-C_ses-CO-20150701,train,train,2,31,36,0.8611111111111112,True,0.7075175383181138,0.7560506463050842,0.5786807272994368,0.7680809403499083,0.6204601538894324,0.8962341539213032,0.006269314451602253,0.7012482238665115
sub-C_ses-CO-20150629,sub-C_ses-CO-20150703,train,train,4,30,39,0.7692307692307693,True,0.7548322468022874,0.7364089488983154,0.6556704570973163,0.8203497985267817,0.6728096714173181,0.8824279188858297,0.002361010850553027,0.7524712359517344
sub-C_ses-CO-20150629,sub-C_ses-CO-20150706,train,train,7,29,35,0.8285714285714286,True,0.7194758155163408,0.7541165351867676,0.5716419033717369,0.7691131315001908,0.5922812352419972,0.9150101341842862,-0.006503743433348914,0.7259795589496897
sub-C_ses-CO-20150629,sub-C_ses-CO-20150707,train,train,8,26,35,0.7428571428571429,True,0.7484878445297796,0.7266833186149597,0.6475112240043175,0.8284267476568554,0.6277305723747028,0.9220194966333686,0.005032143366850855,0.7434557011629287
